@RELATION user-item

@ATTRIBUTE user STRING
@ATTRIBUTE item STRING
@ATTRIBUTE rating NUMERIC


@DATA
261,65126194,1
261,83628768,1
261,33291631,1
261,37260501,2
261,2970306,1
261,74677465,2
261,78160898,2
261,12369894,2
261,5673785,2
261,87123785,3
261,78349466,3
261,29056981,2
261,66241687,1
261,73561246,2
261,87623241,2
261,33456271,2
261,61080156,2
261,60776064,2
261,11051209,2
261,45730161,2
261,74066212,2
261,20912871,3
261,75212845,1
261,80492204,2
261,64699288,1
261,7561859,2
261,16033869,2
261,61256514,1
261,62707024,2
261,69551279,1
261,88519867,2
261,78758277,1
261,3666919,2
261,4119245,1
261,72033090,2
261,52503871,3
261,12150665,2
261,60838240,2
261,60992209,1
261,77787512,2
40,87226779,2
40,75851194,2
40,75623204,1
40,71173042,3
40,65391788,2
40,73357729,4
261,4343780,1
40,71142799,2
261,72071167,1
40,9176639,3
40,6526074,1
40,77522417,3
40,82138970,3
261,85884367,1
40,61220152,2
261,66211014,1
261,67552090,2
40,83141690,2
40,6739525,1
40,10206502,3
261,62188697,3
40,65290774,1
261,76218879,2
40,16287865,3
40,7584125,2
40,61159458,1
261,13280907,2
40,86307237,2
40,69124664,2
261,75419623,1
40,12220488,2
40,64049872,1
40,10343177,1
40,70555369,2
261,71614478,2
40,91539098,2
40,70563713,3
261,84592297,2
40,74879737,1
40,90282069,3
40,65483312,2
261,79318731,2
261,55366941,1
261,58484831,1
40,13550230,3
40,12123622,1
40,78278329,3
261,56930031,2
40,69733434,1
40,76570826,2
40,16960561,3
40,77014514,2
261,2287585,2
40,73331759,2
40,63331372,2
40,9159424,1
40,64384132,3
40,69237717,1
40,73214241,1
261,70151283,1
40,92169736,2
261,89911461,2
261,69815375,2
40,2287585,3
40,6495689,3
40,64330503,1
40,17489120,2
40,78468571,3
261,64230569,1
40,69990343,2
261,75092622,1
40,89216421,1
261,89106253,2
40,78077516,2
40,56930031,1
40,11331629,2
261,7444285,1
40,77052505,2
40,17217573,3
261,2557026,1
40,31102171,3
40,36839571,1
40,5999869,3
261,81234030,1
40,1869815,3
40,75401504,2
40,1955175,3
261,61964403,3
40,14603033,2
40,90055837,1
261,73203277,1
40,34321711,2
40,76375991,2
261,11643845,1
40,24403451,2
40,14201825,1
40,68344627,3
261,74173803,2
40,91917646,3
261,1481358,2
261,11016852,2
40,13014284,1
40,87360055,2
40,55366941,1
40,67755007,1
40,79297993,2
40,75479128,1
40,91503926,2
40,70463099,1
40,15825404,2
40,87722879,2
40,4517211,2
40,67751351,2
40,10127578,3
40,65431390,2
40,77960617,4
40,1936363,2
40,9472834,1
40,82548950,2
40,65954048,2
40,67093926,2
40,74738131,1
40,2926402,3
40,53471471,1
40,71242791,2
40,74041643,2
40,65126194,3
40,86255145,2
40,70292437,3
40,76503289,1
3,74677465,3
3,16869671,1
3,75575521,2
3,5564767,2
3,72070691,1
3,65290774,1
3,14440304,2
3,55954551,3
3,68627303,2
3,65117707,1
893,2057449,4
893,43865151,3
893,2484112,1
893,5600091,1
893,73205697,2
893,89813133,4
893,75677523,3
893,16762601,3
893,82548950,2
893,9159424,1
893,67619943,4
893,17950794,1
893,78650008,4
893,75479128,1
893,5479603,2
893,67540709,4
893,72461447,3
893,15661190,4
893,74457421,4
893,13679251,1
893,61139071,3
893,70077941,2
893,77329649,2
893,772894,3
893,78745107,3
893,16397274,2
893,17084042,3
893,11640186,2
893,56939851,1
893,72325972,1
893,85884367,3
893,5667620,3
893,74326190,2
893,5375255,3
893,37563911,1
893,2323940,4
893,69292911,3
893,6526074,1
893,23172981,2
893,71615450,4
893,78695208,3
893,88304149,3
893,62315343,2
893,77052505,3
893,3407958,3
893,80455166,4
893,87926321,2
893,66947315,3
893,1243656,2
893,73044122,1
893,64813415,3
893,5564767,3
893,12491045,3
893,76455835,2
893,81899946,1
893,15493514,4
893,7888115,2
893,68254523,2
893,13685758,3
893,72935484,3
893,89106253,2
893,62176636,3
893,55007601,3
893,96246640,3
893,10206502,2
893,75463284,3
893,86255145,4
893,70292834,4
893,30692001,2
893,63983298,2
893,14012408,4
893,80962504,3
893,84085449,2
893,11051209,3
893,70151283,3
893,13509734,3
893,91236046,2
893,7946793,3
893,69794865,4
893,21926661,3
893,81246014,3
893,81434692,3
893,50405761,2
893,32238981,2
893,79177655,2
893,78405037,2
893,86514651,2
893,14556837,3
893,9476033,3
893,69618629,3
893,18167172,3
893,74396670,3
893,77664234,2
893,72549866,2
893,91503926,4
893,71876015,3
893,60741126,3
893,16033869,4
893,65850520,3
890,4405502,2
890,10737055,1
890,6271760,1
890,8028053,1
890,79318731,1
890,78780122,1
890,71430746,2
890,59858331,1
890,11173693,1
890,10287363,1
890,75696425,1
890,1955175,3
890,62297140,1
890,67346349,1
890,2247288,1
890,73882686,2
890,75131988,1
890,76401318,1
890,9100736,1
890,14012408,3
890,2609199,1
890,6081186,2
890,4927984,2
890,94073932,1
890,53349101,1
890,7235600,1
890,11051209,1
890,83785402,1
890,74066212,2
890,36839571,1
890,64516028,2
890,66181073,2
890,83504220,2
890,72787889,1
890,60850009,1
890,74879737,2
890,7925568,2
890,16347072,1
890,13679251,2
890,69618629,1
890,74677465,1
890,82550184,1
890,71242791,1
890,73357729,2
890,68325218,2
890,91940648,1
890,17084042,1
890,4343780,2
890,29177071,1
890,5316158,1
890,73994908,2
890,83355578,2
890,15123380,2
890,17801250,3
890,68670357,2
890,10466925,1
890,90146311,1
890,70962170,1
890,83204020,1
890,74457421,1
890,1589044,1
890,71840449,1
890,84538015,1
890,2557026,1
890,12123622,1
890,8855569,1
890,14841167,1
890,77682184,2
890,68221676,1
890,68091989,1
890,88385813,2
890,82973838,1
890,78852759,1
890,5832569,1
890,60992209,2
890,78349466,2
890,77158575,4
890,62530583,2
890,69425079,1
890,3302777,1
890,78695208,2
890,70608592,1
890,65645769,1
890,87623241,3
890,6862149,1
890,67181610,1
890,10206502,1
890,536440,3
890,71647994,2
890,74625078,1
890,78867449,1
890,13471586,1
890,81863242,1
890,63720689,1
890,83141690,1
890,77674537,2
890,75296739,1
890,66237014,2
890,65607413,1
890,83735798,2
184,71051592,2
184,46219471,3
184,74326190,1
184,5375255,2
184,43430201,1
184,78650008,3
184,13385260,2
184,5479603,1
184,67540709,1
184,74457421,3
184,6422598,2
184,70083584,2
184,2287585,2
184,70135318,1
184,60838240,2
184,65292429,2
184,75092622,2
184,60850009,2
184,88519867,1
184,83204020,1
184,82138970,2
184,56640741,1
184,41773241,2
184,77052505,2
184,62707024,2
184,11051209,2
184,75159440,1
184,78530149,1
184,2481288,1
184,23540241,1
184,1672747,2
184,67744137,2
184,92169736,2
184,91217118,3
184,61964403,1
184,65989449,3
184,8419426,1
184,61210275,3
184,5775938,1
184,63766620,2
13,90075069,1
13,64384132,2
13,78153059,2
13,80593378,1
13,8458109,1
13,63720689,1
13,69035594,1
13,4313595,1
13,89850847,1
13,74571723,1
13,33456271,1
13,18161074,1
13,8570739,1
13,11602496,1
13,72609857,1
13,79297993,1
13,75286204,1
13,11016852,1
13,9971564,1
503,71840449,2
503,85540098,1
503,71148057,2
503,61256514,3
503,65850520,4
503,83141690,2
503,84592297,3
503,63816989,1
503,861187,3
503,66302827,2
503,75549879,1
503,67346349,2
503,78461516,3
503,76570826,3
503,75517415,2
503,70151283,1
503,79297993,2
503,11640186,3
503,91415418,1
503,61452968,1
503,43865151,3
503,17380488,1
503,9943235,1
503,8198424,1
503,71242791,2
503,66541060,1
503,7107386,1
503,75286204,2
503,86483013,2
503,66755681,1
503,1589044,2
503,69818709,1
503,17801250,1
503,63676154,2
503,86255145,2
503,11173693,1
503,68058194,3
503,61805276,2
503,66241687,3
503,11689986,3
503,89106253,2
503,1674626,2
503,65503200,1
503,63117347,1
503,7946793,1
503,60992209,1
503,66320486,1
503,63610804,1
503,89056103,3
503,73914717,1
503,74476228,1
503,71708675,2
503,64516028,2
503,67785320,1
503,78074950,2
503,3407958,1
503,2405183,3
503,13148373,2
503,7925568,1
503,74738131,2
503,79318731,1
503,82550184,2
503,71560165,1
503,74326190,1
503,81899946,1
503,24403451,1
503,10466925,1
503,76372266,2
503,45730161,1
503,68825735,3
503,81863242,2
503,33456271,2
503,34321711,2
503,9188742,1
503,56047801,2
503,75249221,1
503,68267799,1
503,64460833,1
503,65007713,2
503,63264439,1
503,74571723,1
503,92169672,1
503,78236344,2
503,53349101,1
503,23540241,1
503,10287363,2
503,36012181,1
503,74709640,1
503,70761560,2
503,4119245,2
503,89790609,1
503,3369711,2
503,86744433,1
503,94636848,4
503,68221676,2
503,91503926,1
503,51245031,2
503,10319874,1
503,80788398,2
844,69237717,3
844,74326190,2
844,78650008,1
844,8647650,1
844,14841167,2
844,70555369,2
844,63610804,1
844,2159153,2
844,61159458,1
844,66293468,1
844,71152082,1
844,5667620,2
844,4250024,1
844,50405761,1
844,64706999,1
844,75419623,1
844,75677523,2
844,88026203,1
844,62530583,3
844,82550184,3
844,5563439,2
844,1118030,3
844,23540241,4
844,1481358,2
844,9472834,1
844,8247183,4
844,68288613,2
844,79962226,1
844,75125497,2
844,74583904,2
844,4189327,4
844,75943787,3
844,1209016,2
844,4403979,2
844,89827469,2
844,74951498,4
844,60987641,1
844,68091989,2
844,99677218,1
844,13259634,4
844,8212530,2
844,18752211,1
844,90055837,2
844,6154428,1
844,83888799,2
844,66295263,3
844,7925568,4
844,90984519,1
844,17587494,1
844,13123158,1
844,58484831,2
844,37368811,1
844,16748714,3
844,73363564,3
844,66268564,2
844,17801250,3
844,79297993,4
844,84085449,2
844,72541825,3
844,9114730,3
844,18008990,2
844,9566254,2
844,78533863,3
844,78745107,2
844,89658637,2
844,1869815,3
844,69920682,3
844,72875132,3
844,66985565,3
844,69946823,1
844,5564767,2
844,88304149,2
844,62264016,3
844,75249221,2
844,77682184,4
844,74879737,2
844,72935484,2
844,72527358,3
844,64258200,1
844,8426856,1
844,70312948,3
844,66541060,1
844,77787512,3
844,81539762,4
844,68221676,4
844,10258708,2
844,92373474,1
844,9391101,2
844,82027610,2
844,69634806,1
844,84039329,4
844,12633684,2
844,7235600,1
844,12547602,3
844,63514338,1
844,2995148,3
844,73205697,2
844,89813133,1
66,82445156,2
66,15735462,2
66,81899946,3
66,7524272,3
66,13421009,4
66,36839571,1
66,68344627,3
66,5316158,1
66,9391101,2
66,63920967,3
66,66293468,3
66,6081186,2
66,4927984,2
66,4119245,2
66,73357729,4
66,65443904,3
66,69497946,1
66,72549866,2
66,10319874,3
66,61449519,4
66,13259634,3
66,76729905,2
66,90055837,1
66,5832569,2
66,1730398,1
66,11602496,2
66,86744433,1
66,772894,3
66,90714907,1
66,22549011,4
66,71578197,3
66,2586286,2
66,3473230,1
66,17217573,3
66,66541060,3
66,74162962,1
66,10353921,3
66,74396670,1
66,15676309,3
863,4405502,2
863,7444285,3
863,71152082,2
863,70083584,1
863,75623204,1
863,16397274,2
863,69497946,3
863,34575991,2
863,83204020,2
863,861187,3
863,9114730,2
863,4678105,1
863,4729155,4
863,71938672,1
863,61582313,4
863,5222185,3
863,63720689,1
863,73399731,1
863,8818789,1
863,17270322,1
863,89106253,1
863,43865151,2
863,71840449,1
863,79318731,1
863,91940648,1
863,7747321,1
863,71430746,2
863,61776943,1
863,41773241,1
863,69237717,1
863,16033869,1
863,64962419,1
863,12491045,1
863,70312948,1
863,65443904,1
863,84986265,2
863,61898421,1
863,66543219,3
863,1672747,1
863,9702723,2
863,70977719,1
863,34321711,1
863,1730398,1
863,13085516,1
863,74951498,1
863,81539762,1
863,6526074,1
863,13779595,3
863,13471586,2
863,70045109,1
863,25580011,1
863,62945228,1
863,64706999,1
863,4313595,1
863,23540241,1
863,8478319,2
863,1869815,3
863,67751351,1
863,64813415,1
863,90546071,1
863,4250024,1
863,1863914,1
863,67429227,2
863,772894,1
863,86255145,1
863,61452968,1
863,89056103,1
863,7561859,1
863,67204737,1
863,8855569,1
863,55629131,1
863,75764632,2
863,64322720,1
863,75159440,1
863,9627370,1
863,29056981,3
863,71051592,1
863,11517123,1
863,11331629,1
863,76455835,1
863,63590356,1
863,69818709,2
863,75419623,1
863,85369522,1
863,74066212,1
863,68220174,1
863,11130036,4
863,69614247,4
863,14201087,1
863,61139071,1
863,70294292,1
863,64550046,1
863,17489120,1
863,2995148,1
863,56552931,2
863,75125497,1
13,6271760,1
13,16995428,1
13,78852759,1
13,78671626,1
13,77158575,1
13,33291631,2
13,73205697,2
13,21838201,1
13,11565079,1
13,75666691,1
13,8028053,1
13,81306288,1
13,82925846,1
13,68071549,1
13,3473230,1
13,9883417,1
13,67758791,1
13,1125208,1
13,69043121,2
13,12343704,2
13,78695208,1
13,67653031,1
13,65850390,1
13,9214703,1
13,69237717,1
13,75623204,2
13,1730398,1
13,3464299,1
13,64322720,3
13,81888572,1
505,74738131,1
505,63336157,3
505,87360055,2
505,65126194,1
505,55629131,4
505,14861779,1
505,66761683,1
505,46510391,3
505,74911301,4
505,85089986,3
505,69992142,4
505,70151784,1
505,72269660,2
505,63730180,3
505,8570739,2
505,53489001,1
505,91917646,1
505,2410091,2
505,43865151,3
505,45790471,1
505,62188697,3
505,90117913,1
505,20595241,1
505,8431767,2
505,17605922,1
505,17963617,2
505,4967715,2
505,47057261,3
505,15123380,2
505,72756274,1
505,73399731,2
505,61964403,2
505,45265831,3
505,76455055,1
505,79345729,1
505,69815375,2
505,25671361,1
505,61898421,1
189,64384132,3
189,72462639,1
189,18752211,3
189,86837991,2
189,15735462,3
189,68325218,2
189,86262325,2
189,75605075,3
189,11847569,3
189,65483312,3
189,74215323,3
189,78867449,3
189,72070691,2
189,62315343,3
189,8458109,2
189,89911461,2
189,88365603,1
189,69035594,2
189,75666691,2
189,6081186,2
189,83355578,2
189,84538015,2
189,10343177,2
189,5375255,2
189,67427521,1
189,4566336,1
189,13385260,3
189,74042578,3
189,3001334,2
189,92125584,3
189,63730180,2
189,90543131,3
189,71647994,2
189,12985555,3
189,2030307,2
189,65954048,3
189,86307237,2
189,6829354,2
189,68220174,2
189,67810265,2
189,64550046,2
189,65989449,2
189,3275927,2
189,76218879,2
189,16622424,3
189,10353921,3
189,65838489,3
189,2957577,3
189,75125497,2
189,75696425,3
189,6914695,2
189,65850390,2
189,36995311,2
189,3411439,2
189,69043121,3
189,66320486,3
189,89658637,3
189,71876015,3
189,7925568,2
189,71148057,3
189,70625832,3
189,65081458,3
189,15232718,2
189,4927984,1
189,64049872,1
189,17217573,4
189,78158755,3
189,77014514,4
189,2555176,2
189,71051592,2
189,65645769,2
189,71349507,1
189,75623204,1
189,45790471,3
189,63423553,3
189,42232481,3
189,37260501,1
189,3164755,2
189,67839834,2
189,75575521,3
189,7561859,2
189,90055837,1
189,8979556,3
189,78595139,2
189,71614478,2
189,71603224,1
189,17587494,2
189,18172952,1
189,10127578,2
189,9566254,1
189,12150665,4
189,90117913,1
189,6495689,2
189,7584125,2
189,2995148,2
189,10752377,3
189,88519867,1
189,90714907,2
690,74738131,2
690,75575521,3
690,15597432,4
690,2261410,3
690,68670357,3
690,75517415,1
690,52491881,2
690,25671361,4
690,5999869,2
690,72527358,2
690,8629910,2
690,68965877,2
690,64330503,2
690,60992209,2
690,77158575,2
690,9472834,1
690,21838201,1
690,88026203,3
690,16256608,2
690,75666691,1
690,1364404,1
690,69614247,2
690,10041539,3
690,60835820,1
690,2557026,3
690,33357171,3
690,36449671,2
690,65954048,2
690,75212845,2
690,75710556,2
690,6081186,3
690,12280130,1
690,70135318,3
690,11643845,2
690,60776064,2
690,75764632,2
690,16302319,1
690,86547763,3
690,73378305,3
690,526229,2
690,4729155,3
690,2926402,3
690,4701067,2
690,74041643,2
690,67199484,1
690,73357729,2
690,15100914,2
690,7925568,1
690,73854012,2
690,81956284,2
690,69121790,3
690,67552090,2
690,91091131,3
690,5479603,2
690,78907413,2
690,772894,2
690,23190261,2
690,16033869,3
690,13259634,2
690,71655629,2
690,1711270,3
690,73388496,3
690,79345729,2
690,64550046,3
690,4119245,2
690,89658637,1
690,94436884,2
690,81508148,1
690,12668977,2
690,70744165,2
690,8458109,3
690,71430746,3
690,77522417,3
690,37934501,2
690,14012408,2
690,81888572,3
690,85089986,1
690,63920967,2
690,70679517,3
690,3407958,3
690,62188697,2
690,6991004,2
690,85369522,2
690,51245031,2
690,69501553,2
690,14556837,3
690,78361807,3
690,585200,3
690,15036397,2
690,67204737,2
690,71418484,3
690,65301357,2
690,61076942,1
690,96254942,2
690,78595139,3
690,72935484,1
690,66947315,3
690,74709640,2
690,10287363,2
43,89623327,2
43,71148057,1
43,85051554,1
43,74951498,1
43,77682184,2
43,72410285,2
43,99677218,3
43,77522417,1
43,9971564,1
43,76503289,1
43,70405744,1
43,71708675,1
43,82445156,3
43,79535742,2
43,11602496,1
43,75131988,1
43,68627303,1
43,3164755,1
43,71350313,2
43,75066331,3
263,70405744,2
263,79775986,2
263,14218071,2
263,17950794,1
263,70870518,3
263,20590281,3
263,36839571,3
263,74770835,3
263,65607413,2
263,75696425,2
263,9214703,2
263,99107038,2
263,43865151,3
263,67976638,3
263,77052505,2
263,1125208,2
263,83785402,2
263,72549866,2
263,18172952,2
263,90075069,2
263,20370431,2
263,8883995,2
263,89071893,3
263,69733434,2
263,12488724,3
263,14873288,3
263,57598911,2
263,18054075,1
263,4556695,2
263,81434692,2
263,2560749,4
263,6081186,2
263,86837991,2
263,64330503,2
263,86547763,2
263,11565079,3
263,9088995,2
263,80893728,1
263,16053451,3
263,9702723,2
263,92169736,2
263,16169324,2
263,78405037,2
263,78907413,3
263,84592297,2
717,1674626,2
717,78867449,1
717,82900774,2
717,15597432,3
717,62228580,2
717,90117913,1
717,79063887,1
717,78671626,3
717,71614478,2
717,3001334,4
717,71655629,3
717,69992142,3
717,23527011,2
717,79177655,2
717,12633684,1
717,94073932,2
717,63776202,3
717,9176639,1
717,63610804,1
717,80893728,1
717,77649073,1
717,56930031,2
717,11433264,3
717,10466925,2
717,69497946,2
717,68267799,3
717,71586056,2
717,73854012,3
717,3164755,3
717,81508148,3
717,66293468,2
717,8206833,2
717,14218071,3
717,11277493,1
717,69124664,4
717,17964785,3
717,85205712,3
717,77273513,3
717,11689986,2
717,65483312,2
717,64384132,1
717,56640741,1
717,3666919,1
717,72759996,2
717,62019639,3
717,1209016,2
717,88365603,2
717,87904287,3
717,4967715,3
717,83735798,2
717,13259634,2
717,2287585,3
717,4524232,4
717,63117347,2
717,16133496,2
717,29177071,1
717,75735062,2
717,71379069,2
717,89850847,4
717,71579567,2
717,23372091,3
717,13014284,2
717,13550230,2
717,78216243,2
717,60838240,2
717,75479128,2
717,74710553,2
717,89184603,3
717,86451941,2
717,70761560,2
717,14538246,2
717,67552090,3
717,66213996,2
717,79318731,2
717,8198424,3
717,8629910,1
717,15148124,3
717,16622424,2
717,1936363,1
717,72549866,2
717,4405502,1
717,46219471,2
717,66211014,1
717,71539796,2
717,74041643,2
717,65290774,3
717,17801250,2
717,16762601,2
717,9159424,2
717,8247183,2
717,78543531,2
717,62176636,2
717,67758791,1
717,75764632,1
717,62048229,2
717,36839571,4
717,86483013,3
717,69425079,3
717,69562013,3
717,69618629,3
686,23372091,2
686,63264439,3
686,66181073,2
686,88593241,1
686,6405162,1
686,78315219,3
686,4403979,1
686,81539762,3
686,4156841,2
686,5775938,2
686,65850390,4
686,88385813,2
686,74583904,1
686,5832569,2
686,84063179,1
686,11051209,4
686,63766620,2
686,9088995,1
686,66382929,3
686,81888572,2
686,76551964,1
686,70977719,2
686,2261410,1
686,78468571,2
686,73853929,3
686,71603224,1
686,13679251,1
686,3302777,1
686,62652749,1
686,18172952,1
686,65503200,2
686,73638064,1
686,70870518,1
686,77960617,1
686,11790246,1
686,42232481,3
686,8431767,3
686,83204020,1
686,61805276,3
686,75623204,1
686,92169672,4
686,79345729,1
686,15430061,1
686,86547763,2
686,66320486,1
686,13421009,1
686,90714907,4
686,11979974,3
686,90727095,1
686,67687597,1
686,5826100,3
686,85324704,2
686,66237014,2
686,772894,1
686,69815375,4
686,34575991,4
686,14556837,2
777,2609199,4
777,9702723,3
686,2030307,3
777,79318731,2
777,73561246,3
777,85017611,3
777,6862149,2
777,2261410,2
777,17963617,3
686,73009950,3
777,71579567,2
686,74984635,2
686,63883063,2
777,66302827,2
777,62297140,2
686,10206502,2
686,69035594,2
686,4630502,3
777,41773241,2
777,67582502,2
686,20595241,1
777,36741151,3
777,77699618,1
777,78907413,3
686,74805689,1
777,936457,1
777,68091989,2
686,91412514,1
686,65007713,3
777,62652749,1
777,29056981,3
777,71051592,1
777,3151015,2
777,74250587,2
777,73246025,3
686,75549879,1
777,52503871,3
777,62707024,2
686,64384132,1
777,74162962,1
777,75735062,2
686,34321711,1
777,71876015,2
777,91145851,2
686,73882686,4
777,16435287,2
777,26341801,1
777,64813415,3
777,72482166,1
777,12488724,1
777,13085516,2
777,75605075,2
777,12547602,1
686,76570826,3
686,16287865,2
777,93970958,3
777,64384132,2
777,78077516,2
686,78158755,3
777,4927984,1
777,65850520,2
686,77664234,2
777,2693105,1
777,12369894,1
686,11856914,1
777,50929511,2
686,15676309,2
777,77279367,2
777,4967715,3
777,16869671,2
777,13471586,3
777,61258057,1
777,75265469,4
777,61949274,3
777,75463284,2
777,13685758,2
777,74805689,1
777,63766620,2
777,3164755,2
777,73009950,2
777,1702066,3
777,72070691,3
777,87813009,2
777,12734529,1
777,12633684,2
777,39874111,2
686,65668966,3
777,77014514,3
777,77273513,3
686,83671708,2
777,9391101,1
686,46822571,2
777,43865151,3
777,1711270,2
777,2970306,2
777,5826100,2
777,11517123,1
777,66181073,2
777,94914090,2
777,75419623,1
777,29177071,2
777,80788398,1
777,73388496,2
777,45790471,2
777,12220488,1
777,16498595,2
777,8818789,2
777,8979556,3
777,72875132,3
777,74457421,2
777,75372277,2
777,63983298,2
686,91011063,4
777,46219471,2
777,75696425,1
777,6914695,2
777,17460500,2
777,89071893,2
777,72581182,3
686,1481358,1
777,60797755,3
777,75479128,2
777,72935484,3
686,12668977,2
686,74831447,1
777,67540709,3
686,80619478,3
686,69990343,3
686,66302827,4
686,14603033,1
686,79177655,3
686,68710493,1
686,76118727,1
686,15080702,2
686,51245031,4
686,17605922,1
686,72718191,3
686,83735798,2
686,80962504,1
151,78695208,3
151,12650242,2
151,73549639,1
151,70083584,1
151,61256514,3
151,7524272,3
151,50929511,2
151,78530149,2
151,11435612,2
151,8478319,1
151,80593378,2
151,75296739,1
151,83628768,1
151,30692001,2
151,75125497,3
151,88026203,1
151,9100736,2
151,62329923,3
151,10353921,1
151,66676859,2
151,72996973,1
151,13259634,3
151,8212530,1
151,61339484,2
151,18008990,1
151,14510923,2
151,17964785,2
151,12668977,2
151,8599257,2
151,90727095,1
151,71840449,3
151,77649073,2
151,84707419,3
151,81863242,2
151,84039329,1
151,3407958,2
151,90117913,1
151,51245031,2
151,80788398,2
151,64580001,2
151,71358064,3
151,73691383,4
151,70625832,2
151,50405761,2
151,4189327,3
151,12150665,4
151,13421009,2
151,78361807,3
151,1103326,1
151,5999869,3
507,15447602,3
507,14693816,1
507,73675971,3
507,54445651,3
507,91011063,2
507,13421009,1
507,73331759,2
507,68068261,2
507,17605922,1
507,3302777,1
507,4729155,3
507,14603033,2
507,64766302,2
507,18018384,2
507,92169672,2
507,75265469,2
507,70962170,2
507,16762601,2
507,66382929,2
507,61452968,2
507,5147891,2
507,71152082,1
507,5466246,2
507,74951498,2
507,97774228,1
507,69815375,2
507,62742762,2
507,77682184,3
507,20912871,3
507,71350313,1
507,1400070,2
507,3151015,2
507,9702723,3
507,11277493,2
507,6991004,2
507,67429227,2
507,63776202,1
507,12668977,2
507,5999869,1
507,3648429,3
507,21926661,2
507,14245093,2
507,73638064,1
507,68670357,2
507,52491881,2
507,73203277,2
507,55954551,2
507,9472834,1
507,51245031,3
507,66761683,1
507,67839834,2
507,11102580,2
507,67744137,2
507,12491045,2
507,70366909,2
507,4403979,3
507,17270322,3
507,17084042,3
507,57719221,2
507,11847569,2
507,91217118,2
507,70312948,2
507,78405037,2
507,77279367,3
507,62264016,3
507,24403451,2
507,13382403,2
507,72718191,2
507,90727095,1
507,90282069,2
507,70608592,1
507,14201087,2
507,6081186,2
507,77674537,2
507,86837991,2
507,4189327,2
507,60797755,2
507,17801250,2
507,16347072,2
507,71655629,2
507,82027610,2
507,62297140,2
507,76551964,1
507,5667620,2
507,32238981,2
507,64706999,2
507,11643845,2
507,4156841,2
507,66241687,1
507,70045109,2
507,72783014,2
507,87954089,2
507,11335416,2
507,60838240,2
507,10353921,2
507,28073371,1
507,75479128,2
507,17963617,2
507,1869815,2
151,3151015,2
151,70045109,1
151,92169736,3
151,15409904,1
151,10200421,3
151,16744376,3
151,5479603,3
151,73854012,3
151,74591612,3
151,3001334,3
151,78077516,1
151,85017611,3
151,87623241,3
151,1286176,1
151,12633684,2
151,16960561,1
151,71972153,2
151,80947484,1
151,5726259,1
151,15036397,3
201,74738131,2
201,71840449,1
201,82973838,1
201,61377345,2
201,55629131,1
201,65301357,1
201,16744376,1
201,77329649,1
201,91091131,1
201,14201825,1
201,75401504,2
201,59454851,1
201,73561246,1
201,53471471,2
201,92169672,2
201,62315343,1
201,63776202,1
201,15100914,1
201,79345729,2
201,70563713,2
201,67751351,1
201,90075069,1
201,11102580,1
201,16133496,2
201,11433264,1
201,76455835,1
201,36741151,1
201,77705868,2
201,71579567,1
201,11856914,1
201,16748714,1
201,12369894,1
201,1926589,1
201,70411902,1
201,74951498,1
201,8818789,1
201,2704335,1
201,68627303,1
201,57719221,1
201,63331372,1
201,15864476,1
201,12650242,1
201,78580184,1
201,12343704,1
201,20590281,1
201,2159153,1
201,67467804,1
201,23724351,1
201,72135139,1
201,78758277,1
201,10188258,1
201,7880174,2
201,72756274,2
201,1286176,1
201,76375991,1
201,75623204,1
201,97774228,1
201,89813133,1
201,61452968,1
201,37934501,1
201,81956284,2
201,4297595,2
201,17165097,1
201,50929511,1
201,73675971,1
201,2247288,1
201,70870518,1
201,63117347,1
201,86307237,1
201,92129718,1
201,81246014,2
201,43430201,1
201,64126400,1
201,42232481,2
201,8422045,1
201,9331740,1
201,81888572,3
201,13749961,1
201,15825404,2
201,70292437,1
201,78695208,1
201,14147479,2
201,66931072,1
201,66107883,1
201,6405162,1
201,5344097,1
201,16397274,1
201,68670357,1
201,78361807,1
201,74591612,1
201,7695006,1
201,21926661,2
201,73214241,1
201,78461516,1
201,70312948,1
201,75131988,1
201,64258200,1
201,72935484,1
201,6240693,1
667,74984635,2
667,8426856,3
667,63992344,2
667,4432859,2
667,9188742,1
667,12150665,4
667,78158755,1
667,5775938,1
667,77014514,3
667,82900774,3
667,5826100,2
667,69794865,1
667,16169324,3
667,70870518,1
667,8642307,2
667,4403979,1
667,89813133,2
667,65954048,4
667,5316158,1
667,1674626,2
667,89106253,4
667,15123380,1
667,87360055,2
667,7524272,1
667,69920682,2
667,66985565,4
667,79962226,4
667,15447602,2
667,43430201,4
667,8647650,3
667,69124664,3
667,70743428,4
667,60850009,2
667,84085449,1
667,8431767,4
667,74625078,3
667,4556695,2
667,63336157,3
667,15136498,2
667,11643845,2
667,76572516,3
667,71972153,3
667,17270322,3
667,75666691,1
667,6829354,1
667,80619478,2
667,70405744,2
667,73882686,1
667,85205712,2
667,17964785,3
667,63776202,2
667,70823508,4
667,18167172,1
104,6271760,4
104,88385813,3
104,4701067,4
104,79345729,3
667,85089986,3
104,71578197,4
104,79535742,4
667,57719221,3
104,90146311,2
104,71100142,3
667,71179576,2
104,56939851,2
104,12668977,3
667,75696425,1
667,69121790,1
667,8966603,2
667,16033869,2
104,78153059,3
667,18752211,2
104,16033869,4
667,74250587,2
104,74326190,1
104,64322720,2
667,8046663,1
104,70743428,2
667,73363564,2
